"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"25/02/2022","29,909.0","28,730.3","30,203.7","28,435.6","2.46M","5.73%"
"24/02/2022","28,288.3","27,625.3","28,877.6","26,888.6","2.13M","1.19%"
"23/02/2022","27,956.8","28,104.1","28,325.1","27,809.5","684.97K","0.80%"
"22/02/2022","27,735.8","27,772.6","28,214.6","27,330.6","1.54M","-2.46%"
"21/02/2022","28,435.6","27,625.3","28,656.6","27,625.3","1.59M","3.76%"
"18/02/2022","27,404.3","26,520.3","27,588.5","26,520.3","1.09M","2.06%"
"17/02/2022","26,851.8","27,257.0","27,257.0","26,667.6","577.46K","-0.55%"
"16/02/2022","26,999.1","26,446.6","27,220.1","26,446.6","664.74K","2.37%"
"15/02/2022","26,372.9","25,783.6","26,446.6","25,783.6","662.44K","0.85%"
"14/02/2022","26,151.9","27,625.3","27,625.3","26,151.9","1.45M","-5.59%"
"11/02/2022","27,699.0","27,293.8","27,993.6","27,257.0","693.79K","0.40%"
"10/02/2022","27,588.5","27,993.6","28,435.6","27,330.6","922.39K","-1.32%"
"09/02/2022","27,956.8","26,741.3","28,398.8","26,741.3","1.08M","3.83%"
"08/02/2022","26,925.5","26,225.6","27,220.1","25,857.3","850.58K","2.67%"
"07/02/2022","26,225.6","26,372.9","26,962.3","26,188.8","762.07K","2.01%"
"28/01/2022","25,709.9","25,820.4","26,446.6","24,752.3","1.12M","-1.69%"
"27/01/2022","26,151.9","25,562.6","27,257.0","25,488.9","1.16M","2.31%"
"26/01/2022","25,562.6","25,046.9","26,483.4","24,973.3","1.26M","2.66%"
"25/01/2022","24,899.6","24,383.9","25,636.3","24,383.9","1.66M","-4.92%"
"24/01/2022","26,188.8","27,257.0","27,330.6","26,188.8","1.35M","-6.94%"
"21/01/2022","28,141.0","29,246.0","29,246.0","28,104.1","1.19M","-3.54%"
"20/01/2022","29,172.3","28,583.0","29,761.7","27,330.6","949.40K","2.59%"
"19/01/2022","28,435.6","29,098.6","29,393.3","27,257.0","1.80M","0.13%"
"18/01/2022","28,398.8","28,398.8","29,319.6","28,398.8","2.11M","-6.88%"
"17/01/2022","30,498.3","32,561.0","32,708.3","30,498.3","2.47M","-6.97%"
"14/01/2022","32,782.0","31,308.7","33,224.0","30,572.0","1.21M","2.77%"
"13/01/2022","31,898.0","33,887.0","33,960.7","31,677.0","1.96M","-3.56%"
"12/01/2022","33,076.7","30,940.3","33,076.7","30,572.0","3.30M","6.90%"
"11/01/2022","30,940.3","32,303.2","33,371.4","30,940.3","2.93M","-5.94%"
"10/01/2022","32,892.5","34,992.0","36,170.7","32,892.5","4.35M","-6.98%"
"07/01/2022","35,360.4","36,244.4","36,649.6","35,139.4","2.70M","-2.44%"
"06/01/2022","36,244.4","36,760.1","38,159.7","35,802.4","2.68M","-1.40%"
"05/01/2022","36,760.1","35,360.4","37,644.1","35,213.0","3.30M","4.39%"
"04/01/2022","35,213.0","34,144.9","35,213.0","33,887.0","2.95M","3.13%"
"31/12/2021","34,144.9","34,918.4","35,286.7","33,371.4","3.02M","0.65%"
"30/12/2021","33,923.9","33,187.2","33,923.9","32,340.0","2.66M","6.97%"
"29/12/2021","31,713.8","29,430.1","31,713.8","29,430.1","3.00M","6.96%"
"28/12/2021","29,651.1","29,540.6","29,909.0","29,319.6","1.25M","0.37%"
"27/12/2021","29,540.6","30,498.3","30,498.3","29,319.6","877.86K","1.01%"
"24/12/2021","29,246.0","28,619.8","29,246.0","28,214.6","974.79K","3.66%"
"23/12/2021","28,214.6","29,761.7","29,761.7","27,956.8","2.14M","-6.13%"
"22/12/2021","30,056.3","30,756.2","31,087.7","29,909.0","1.74M","-2.28%"
"21/12/2021","30,756.2","30,940.3","31,308.7","30,608.8","991.89K","-2.11%"
"20/12/2021","31,419.2","30,940.3","32,045.3","30,351.0","1.76M","3.02%"
"17/12/2021","30,498.3","28,730.3","30,645.7","28,730.3","2.07M","5.88%"
"16/12/2021","28,804.0","29,614.3","29,688.0","28,804.0","1.32M","-2.49%"
"15/12/2021","29,540.6","29,614.3","30,130.0","29,540.6","1.14M","-1.60%"
"14/12/2021","30,019.5","30,056.3","30,866.7","29,540.6","1.87M","0.37%"
"13/12/2021","29,909.0","29,467.0","30,498.3","28,730.3","1.61M","2.53%"
"10/12/2021","29,172.3","29,835.3","29,835.3","29,025.0","1.44M","-2.46%"
"09/12/2021","29,909.0","28,951.3","29,909.0","28,877.6","927.28K","2.79%"
"08/12/2021","29,098.6","28,656.6","29,909.0","28,509.3","1.45M","2.60%"
"07/12/2021","28,362.0","28,067.3","28,730.3","26,151.9","3.48M","1.32%"
"06/12/2021","27,993.6","30,056.3","30,056.3","27,993.6","2.68M","-6.98%"
"03/12/2021","30,093.2","32,303.2","32,303.2","30,093.2","2.97M","-6.95%"
"02/12/2021","32,340.0","32,855.7","33,150.4","32,266.3","1.84M","-1.57%"
"01/12/2021","32,855.7","34,034.4","34,255.4","32,782.0","2.11M","-3.04%"
"30/11/2021","33,887.0","35,065.7","35,360.4","33,739.7","2.86M","-2.95%"
"29/11/2021","34,918.4","34,255.4","34,918.4","33,592.4","1.72M","0.85%"
"26/11/2021","34,623.7","35,213.0","35,912.9","33,739.7","2.40M","-1.05%"
"25/11/2021","34,992.0","33,150.4","35,139.4","32,119.0","3.12M","5.56%"
"24/11/2021","33,150.4","33,445.0","33,481.9","32,413.7","2.69M","1.12%"
"23/11/2021","32,782.0","31,014.0","33,039.9","29,909.0","2.65M","4.46%"
"22/11/2021","31,382.3","32,782.0","33,518.7","31,382.3","3.39M","-4.27%"
"19/11/2021","32,782.0","33,702.9","34,992.0","31,345.5","4.14M","-2.73%"
"18/11/2021","33,702.9","31,971.7","33,702.9","31,456.0","2.66M","6.89%"
"17/11/2021","31,529.7","31,677.0","32,782.0","30,940.3","3.34M","-0.47%"
"16/11/2021","31,677.0","29,467.0","32,929.4","29,467.0","3.98M","2.38%"
"15/11/2021","30,940.3","31,492.8","32,008.5","28,472.5","3.21M","3.32%"
"12/11/2021","29,945.8","28,214.6","29,945.8","27,625.3","4.94M","6.97%"
"11/11/2021","27,993.6","26,667.6","28,546.1","26,225.6","3.82M","4.83%"
"10/11/2021","26,704.5","26,520.3","27,183.3","26,115.1","2.22M","0.14%"
"09/11/2021","26,667.6","25,562.6","26,667.6","25,046.9","3.13M","4.32%"
"08/11/2021","25,562.6","23,720.9","25,562.6","23,720.9","3.48M","6.93%"
"05/11/2021","23,905.1","24,236.6","24,531.3","23,647.3","3.15M","2.53%"
"04/11/2021","23,315.7","22,321.2","23,315.7","22,100.2","4.38M","6.93%"
"03/11/2021","21,805.6","23,573.6","23,573.6","21,805.6","3.63M","-6.62%"
"02/11/2021","23,352.6","23,573.6","23,573.6","22,910.6","2.94M","2.76%"
"01/11/2021","22,726.4","21,437.2","22,726.4","21,437.2","7.02M","6.93%"
"29/10/2021","21,253.1","21,142.6","21,547.7","20,774.2","1.64M","0.52%"
"28/10/2021","21,142.6","20,774.2","21,584.6","20,774.2","1.77M","2.50%"
"27/10/2021","20,626.9","20,405.9","20,884.7","20,111.2","1.13M","1.08%"
"26/10/2021","20,405.9","20,111.2","20,442.7","19,742.9","411.17K","1.47%"
"25/10/2021","20,111.2","20,111.2","20,405.9","19,595.5","1.05M","0.00%"
"22/10/2021","20,111.2","20,553.2","20,847.9","19,890.2","2.23M","-3.53%"
"21/10/2021","20,847.9","21,142.6","21,142.6","20,663.7","1.02M","-1.57%"
"20/10/2021","21,179.4","21,805.6","21,805.6","20,995.2","874.34K","-2.87%"
"19/10/2021","21,805.6","21,658.2","22,026.6","21,363.6","1.52M","1.37%"
"18/10/2021","21,510.9","20,995.2","21,952.9","20,847.9","1.97M","2.46%"
"15/10/2021","20,995.2","21,253.1","21,253.1","20,700.6","1.02M","-0.35%"
"14/10/2021","21,068.9","20,626.9","21,289.9","20,626.9","861.58K","1.42%"
"13/10/2021","20,774.2","21,032.1","21,289.9","20,516.4","825.60K","-1.05%"
"12/10/2021","20,995.2","21,289.9","21,363.6","20,884.7","856.15K","-0.70%"
"11/10/2021","21,142.6","20,995.2","21,289.9","20,884.7","1.30M","1.59%"
"08/10/2021","20,811.1","20,958.4","21,142.6","20,737.4","890.90K","-0.70%"
"07/10/2021","20,958.4","20,479.6","21,216.2","20,332.2","925.10K","1.97%"
"06/10/2021","20,553.2","20,958.4","20,958.4","20,258.5","742.53K","0.00%"
"05/10/2021","20,553.2","19,521.9","20,553.2","19,485.0","1.37M","6.90%"
"04/10/2021","19,227.2","19,227.2","19,853.4","18,785.2","1.10M","-1.14%"
"01/10/2021","19,448.2","19,742.9","20,000.7","19,227.2","995.01K","-2.58%"
"30/09/2021","19,963.9","20,111.2","20,258.5","19,927.0","422.03K","0.37%"
"29/09/2021","19,890.2","20,111.2","20,184.9","19,742.9","436.29K","-2.17%"
"28/09/2021","20,332.2","19,300.9","20,332.2","18,822.0","928.63K","4.94%"
"27/09/2021","19,374.5","20,405.9","20,405.9","19,374.5","1.46M","-4.71%"
"24/09/2021","20,332.2","20,774.2","20,774.2","20,332.2","771.71K","-1.95%"
"23/09/2021","20,737.4","20,995.2","21,105.7","20,626.9","1.03M","0.00%"
"22/09/2021","20,737.4","20,626.9","20,958.4","20,590.1","1.00M","0.54%"
"21/09/2021","20,626.9","20,847.9","21,032.1","20,111.2","1.39M","-2.78%"
"20/09/2021","21,216.2","21,952.9","22,100.2","21,068.9","1.49M","-2.70%"
"17/09/2021","21,805.6","20,921.6","22,063.4","20,921.6","1.25M","4.23%"
"16/09/2021","20,921.6","20,995.2","21,216.2","20,774.2","712.66K","-0.18%"
"15/09/2021","20,958.4","19,890.2","21,289.9","19,890.2","1.78M","2.34%"
"14/09/2021","20,479.6","21,142.6","21,731.9","20,258.5","2.22M","-4.47%"
"13/09/2021","21,437.2","22,173.9","22,394.9","21,216.2","2.42M","-3.48%"
"10/09/2021","22,210.7","22,763.2","23,057.9","22,210.7","1.33M","-1.79%"
"09/09/2021","22,615.9","22,394.9","22,689.6","22,210.7","1.32M","0.66%"
"08/09/2021","22,468.6","23,278.9","23,573.6","22,137.1","2.47M","-3.48%"
"07/09/2021","23,278.9","23,499.9","23,868.3","22,910.6","2.36M","-1.25%"
"06/09/2021","23,573.6","22,836.9","23,905.1","22,689.6","2.36M","5.44%"
"01/09/2021","22,358.1","21,437.2","22,468.6","21,289.9","3.72M","3.23%"
"31/08/2021","21,658.2","21,952.9","22,468.6","21,510.9","2.49M","-1.18%"
"30/08/2021","21,916.1","21,805.6","22,100.2","21,363.6","2.17M","1.54%"
"27/08/2021","21,584.6","20,700.6","21,584.6","20,479.6","2.06M","2.45%"
"26/08/2021","21,068.9","21,253.1","21,952.9","20,700.6","2.16M","-1.04%"
"25/08/2021","21,289.9","20,258.5","21,363.6","19,669.2","3.21M","2.30%"
"24/08/2021","20,811.1","22,800.1","22,836.9","20,811.1","6.79M","-6.92%"
"23/08/2021","22,358.1","20,921.6","22,358.1","20,921.6","4.17M","6.87%"
"20/08/2021","20,921.6","21,142.6","21,142.6","19,890.2","8.22M","5.77%"
"19/08/2021","19,779.7","18,453.7","19,779.7","18,343.2","4.52M","6.97%"
"18/08/2021","18,490.5","18,048.5","18,932.5","17,974.9","3.13M","1.21%"
"17/08/2021","18,269.5","18,269.5","18,637.9","17,974.9","3.16M","0.81%"
"16/08/2021","18,122.2","17,643.4","18,122.2","17,496.0","4.34M","6.96%"
"13/08/2021","16,943.5","16,427.8","16,943.5","16,391.0","2.68M","2.22%"
"12/08/2021","16,575.2","16,427.8","16,906.7","16,280.5","1.82M","0.00%"
"11/08/2021","16,575.2","17,164.5","17,164.5","16,575.2","1.62M","-2.17%"
"10/08/2021","16,943.5","17,311.9","17,311.9","16,722.5","1.90M","0.22%"
"09/08/2021","16,906.7","15,875.3","16,943.5","15,875.3","2.98M","4.79%"
"06/08/2021","16,133.2","16,538.3","16,538.3","16,059.5","2.06M","-2.45%"
"05/08/2021","16,538.3","16,243.7","16,575.2","16,096.3","1.28M","0.67%"
"04/08/2021","16,427.8","16,575.2","16,796.2","16,206.8","2.16M","0.00%"
"03/08/2021","16,427.8","15,801.7","16,427.8","15,691.2","2.68M","3.72%"
"02/08/2021","15,838.5","15,838.5","16,170.0","15,543.8","1.71M","-0.92%"
"30/07/2021","15,985.8","15,838.5","16,059.5","15,764.8","2.06M","2.36%"
"29/07/2021","15,617.5","15,212.3","15,617.5","15,101.8","1.97M","3.67%"
"28/07/2021","15,065.0","14,991.3","15,249.2","14,917.7","1.03M","-0.73%"
"27/07/2021","15,175.5","15,212.3","15,543.8","15,028.2","1.28M","1.23%"
"26/07/2021","14,991.3","14,770.3","15,065.0","14,586.2","1.18M","0.74%"
"23/07/2021","14,880.8","14,954.5","15,470.2","14,880.8","2.58M","-0.98%"
"22/07/2021","15,028.2","15,028.2","15,138.7","14,807.2","1.33M","2.00%"
"21/07/2021","14,733.5","15,322.8","15,322.8","14,623.0","999.49K","-2.91%"
"20/07/2021","15,175.5","14,291.5","15,175.5","13,923.1","1.72M","6.74%"
"19/07/2021","14,217.8","14,586.2","14,807.2","14,217.8","2.35M","-6.76%"
"16/07/2021","15,249.2","15,470.2","15,691.2","15,212.3","1.16M","-1.66%"
"15/07/2021","15,507.0","14,217.8","15,507.0","14,181.0","1.61M","6.85%"
"14/07/2021","14,512.5","15,175.5","15,286.0","14,291.5","1.55M","-2.96%"
"13/07/2021","14,954.5","14,770.3","15,028.2","14,291.5","2.75M","1.75%"
"12/07/2021","14,696.7","15,101.8","15,138.7","14,696.7","2.28M","-6.78%"
"09/07/2021","15,764.8","16,354.2","17,017.2","15,764.8","2.78M","-6.96%"
"08/07/2021","16,943.5","17,532.9","17,827.5","16,869.8","1.78M","-3.36%"
"07/07/2021","17,532.9","17,127.7","17,532.9","16,206.8","3.07M","1.06%"
"06/07/2021","17,348.7","18,416.9","18,858.9","17,348.7","3.04M","-6.92%"
"05/07/2021","18,637.9","18,785.2","19,079.9","18,048.5","2.89M","-2.32%"
"02/07/2021","19,079.9","19,079.9","19,374.5","18,416.9","3.64M","4.44%"
"01/07/2021","18,269.5","17,311.9","18,269.5","17,090.8","3.50M","6.90%"
"30/06/2021","17,090.8","17,680.2","17,680.2","17,090.8","2.23M","-3.33%"
"29/06/2021","17,680.2","17,790.7","18,122.2","17,422.4","3.16M","-0.62%"
"28/06/2021","17,790.7","17,938.0","18,048.5","17,569.7","2.55M","1.05%"
"25/06/2021","17,606.5","17,422.4","17,606.5","16,685.7","3.22M","3.46%"
"24/06/2021","17,017.2","16,722.5","17,348.7","16,648.8","4.37M","3.59%"
"23/06/2021","16,427.8","16,206.8","16,943.5","16,133.2","2.72M","1.36%"
"22/06/2021","16,206.8","16,133.2","16,501.5","16,059.5","1.81M","0.46%"
"21/06/2021","16,133.2","16,059.5","16,648.8","16,022.7","1.96M","-0.45%"
"18/06/2021","16,206.8","16,354.2","16,648.8","16,170.0","1.60M","0.00%"
"17/06/2021","16,206.8","15,838.5","16,427.8","15,764.8","1.84M","-1.35%"
"16/06/2021","16,427.8","16,575.2","16,943.5","16,243.7","2.29M","-2.41%"
"15/06/2021","16,833.0","16,648.8","17,275.0","16,354.2","3.17M","1.11%"
"14/06/2021","16,648.8","15,617.5","16,869.8","15,322.8","4.61M","5.12%"
"11/06/2021","15,838.5","15,470.2","16,206.8","15,101.8","2.38M","1.42%"
"10/06/2021","15,617.5","16,206.8","16,575.2","15,322.8","1.86M","-4.50%"
"09/06/2021","16,354.2","15,322.8","16,391.0","14,254.7","5.31M","6.73%"
"08/06/2021","15,322.8","15,617.5","16,464.7","15,322.8","3.96M","-6.94%"
"07/06/2021","16,464.7","17,090.8","17,238.2","16,464.7","4.35M","-6.87%"
"04/06/2021","17,680.2","17,680.2","17,753.9","16,943.5","4.30M","6.43%"
"03/06/2021","16,612.0","16,206.8","16,612.0","16,133.2","2.21M","6.87%"
"02/06/2021","15,543.8","14,365.2","15,691.2","14,365.2","6.41M","3.69%"
"01/06/2021","14,991.3","14,991.3","14,991.3","14,991.3","1.80M","6.82%"
"31/05/2021","14,033.6","14,033.6","14,033.6","14,033.6","2.01M","6.72%"
"28/05/2021","13,149.6","12,302.5","13,149.6","12,155.1","4.08M","6.89%"
"27/05/2021","12,302.5","12,891.8","12,928.6","12,155.1","2.09M","-4.02%"
"26/05/2021","12,818.1","12,891.8","13,002.3","12,707.6","2.52M","0.87%"
"25/05/2021","12,707.6","12,302.5","12,891.8","12,155.1","3.89M","4.23%"
"24/05/2021","12,192.0","11,934.1","12,302.5","11,786.8","1.96M","2.16%"
"21/05/2021","11,934.1","12,007.8","12,376.1","11,860.5","2.75M","1.89%"
"20/05/2021","11,713.1","10,976.5","11,713.1","10,792.3","2.86M","6.71%"
"19/05/2021","10,976.5","11,050.1","11,087.0","10,902.8","953.75K","-1.00%"
"18/05/2021","11,087.0","11,344.8","11,344.8","10,939.6","1.16M","-2.27%"
"17/05/2021","11,344.8","11,713.1","11,713.1","11,308.0","900.13K","-2.22%"
"14/05/2021","11,602.6","11,713.1","11,786.8","11,418.5","933.66K","0.64%"
"13/05/2021","11,529.0","11,344.8","11,676.3","11,271.1","1.89M","0.97%"
"12/05/2021","11,418.5","11,050.1","11,418.5","11,050.1","545.15K","0.32%"
"11/05/2021","11,381.6","11,529.0","11,639.5","11,271.1","1.18M","-0.32%"
"10/05/2021","11,418.5","10,608.1","11,418.5","10,608.1","1.34M","5.09%"
"07/05/2021","10,865.9","11,087.0","11,123.8","10,644.9","775.24K","-2.64%"
"06/05/2021","11,160.6","11,381.6","11,639.5","10,976.5","744.16K","-1.94%"
"05/05/2021","11,381.6","10,902.8","11,381.6","10,681.8","1.33M","6.92%"
"04/05/2021","10,644.9","10,387.1","10,681.8","10,350.3","889.95K","-1.03%"
"29/04/2021","10,755.4","11,013.3","11,013.3","10,755.4","474.43K","0.00%"
"28/04/2021","10,755.4","10,681.8","10,976.5","10,681.8","655.51K","0.00%"
"27/04/2021","10,755.4","10,976.5","11,050.1","10,644.9","1.50M","-2.67%"
"26/04/2021","11,050.1","11,713.1","11,713.1","11,050.1","797.77K","-5.66%"
"23/04/2021","11,713.1","11,344.8","11,713.1","10,976.5","1.35M","3.25%"
"22/04/2021","11,344.8","11,713.1","12,155.1","11,344.8","2.09M","-6.95%"
"20/04/2021","12,192.0","12,523.5","12,670.8","12,155.1","1.30M","-1.19%"
"19/04/2021","12,339.3","12,155.1","12,449.8","11,971.0","980.22K","1.21%"
"16/04/2021","12,192.0","12,597.1","12,707.6","11,860.5","1.75M","-3.22%"
"15/04/2021","12,597.1","12,744.5","12,855.0","12,486.6","1.93M","-1.44%"
"14/04/2021","12,781.3","12,523.5","12,818.1","12,523.5","1.28M","0.87%"
