"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"09/06/2023","18,800.0","18,350.0","18,800.0","18,300.0","1.53M","2.73%"
"08/06/2023","18,300.0","19,100.0","19,200.0","18,300.0","2.35M","-4.19%"
"07/06/2023","19,100.0","19,300.0","19,400.0","18,900.0","1.23M","-0.52%"
"06/06/2023","19,200.0","18,600.0","19,350.0","18,350.0","3.02M","2.67%"
"05/06/2023","18,700.0","19,450.0","19,600.0","18,600.0","2.80M","-3.61%"
"02/06/2023","19,400.0","19,500.0","19,800.0","19,350.0","1.98M","0.26%"
"01/06/2023","19,350.0","18,900.0","19,450.0","18,700.0","2.38M","1.04%"
"31/05/2023","19,150.0","19,400.0","19,550.0","18,900.0","1.66M","-1.03%"
"30/05/2023","19,350.0","19,300.0","19,800.0","18,750.0","2.42M","1.57%"
"29/05/2023","19,050.0","18,900.0","19,250.0","18,700.0","2.07M","1.33%"
"26/05/2023","18,800.0","18,650.0","19,250.0","18,600.0","1.73M","1.08%"
"25/05/2023","18,600.0","19,000.0","19,000.0","18,300.0","2.09M","-2.11%"
"24/05/2023","19,000.0","18,200.0","19,150.0","18,050.0","4.07M","6.15%"
"23/05/2023","17,900.0","17,800.0","18,350.0","17,650.0","3.65M","1.42%"
"22/05/2023","17,650.0","17,750.0","17,850.0","17,450.0","2.39M","1.73%"
"19/05/2023","17,350.0","17,200.0","17,450.0","17,000.0","1.85M","1.17%"
"18/05/2023","17,150.0","16,850.0","17,550.0","16,600.0","2.14M","3.00%"
"17/05/2023","16,650.0","17,250.0","17,350.0","16,600.0","2.36M","-3.76%"
"16/05/2023","17,300.0","17,100.0","17,300.0","16,850.0","1.40M","1.76%"
"15/05/2023","17,000.0","17,850.0","17,900.0","17,000.0","1.99M","-4.23%"
"12/05/2023","17,750.0","17,350.0","17,750.0","17,250.0","2.09M","2.31%"
"11/05/2023","17,350.0","17,050.0","17,650.0","17,000.0","2.99M","2.06%"
"10/05/2023","17,000.0","17,000.0","17,200.0","16,900.0","1.96M","0.59%"
"09/05/2023","16,900.0","17,200.0","17,200.0","16,700.0","1.20M","-0.59%"
"08/05/2023","17,000.0","16,800.0","17,200.0","16,750.0","2.42M","1.49%"
"05/05/2023","16,750.0","16,900.0","17,050.0","16,500.0","1.14M","-0.89%"
"04/05/2023","16,900.0","16,500.0","17,100.0","16,350.0","1.87M","1.81%"
"28/04/2023","16,600.0","16,500.0","16,700.0","16,150.0","1.43M","2.15%"
"27/04/2023","16,250.0","16,450.0","16,450.0","16,100.0","1.29M","-0.91%"
"26/04/2023","16,400.0","16,000.0","16,400.0","15,800.0","1.35M","2.50%"
"25/04/2023","16,000.0","17,300.0","17,300.0","16,000.0","4.18M","-6.98%"
"24/04/2023","17,200.0","17,500.0","17,650.0","17,100.0","1.32M","-1.43%"
"21/04/2023","17,450.0","16,900.0","17,900.0","16,800.0","2.90M","3.56%"
"20/04/2023","16,850.0","17,100.0","17,250.0","16,650.0","1.65M","-2.03%"
"19/04/2023","17,200.0","17,800.0","18,150.0","17,050.0","2.88M","-2.55%"
"18/04/2023","17,650.0","16,800.0","17,650.0","16,500.0","3.38M","6.01%"
"17/04/2023","16,650.0","16,400.0","16,900.0","16,350.0","1.18M","1.52%"
"14/04/2023","16,400.0","16,900.0","17,200.0","16,400.0","2.06M","-1.80%"
"13/04/2023","16,700.0","17,100.0","17,100.0","16,550.0","1.73M","-1.76%"
"12/04/2023","17,000.0","17,550.0","17,750.0","16,900.0","1.73M","-4.49%"
"11/04/2023","17,800.0","17,400.0","17,800.0","16,600.0","2.39M","2.30%"
"10/04/2023","17,400.0","18,000.0","18,300.0","16,900.0","2.31M","-1.14%"
"07/04/2023","17,600.0","16,800.0","17,650.0","16,500.0","3.70M","6.67%"
"06/04/2023","16,500.0","17,500.0","17,700.0","16,400.0","2.95M","-4.62%"
"05/04/2023","17,300.0","17,250.0","17,400.0","16,900.0","2.27M","0.00%"
"04/04/2023","17,300.0","16,750.0","17,450.0","16,750.0","3.37M","1.17%"
"03/04/2023","17,100.0","17,200.0","17,400.0","16,800.0","2.11M","2.09%"
"31/03/2023","16,750.0","15,850.0","16,750.0","15,600.0","3.55M","6.01%"
"30/03/2023","15,800.0","16,450.0","16,450.0","15,800.0","2.27M","-1.25%"
"29/03/2023","16,000.0","15,450.0","16,000.0","15,400.0","2.56M","3.90%"
"28/03/2023","15,400.0","15,500.0","15,800.0","15,150.0","3.06M","0.33%"
"27/03/2023","15,350.0","14,900.0","15,600.0","14,850.0","2.43M","3.02%"
"24/03/2023","14,900.0","15,300.0","15,450.0","14,850.0","2.04M","-0.67%"
"23/03/2023","15,000.0","14,050.0","15,100.0","14,000.0","2.90M","4.90%"
"22/03/2023","14,300.0","14,400.0","14,600.0","14,150.0","2.16M","0.70%"
"21/03/2023","14,200.0","13,650.0","14,200.0","13,350.0","1.49M","5.58%"
"20/03/2023","13,450.0","13,800.0","14,200.0","13,450.0","1.73M","-2.89%"
"17/03/2023","13,850.0","14,300.0","14,300.0","13,750.0","1.18M","-0.36%"
"16/03/2023","13,900.0","13,600.0","14,150.0","13,550.0","3.44M","2.96%"
"15/03/2023","13,500.0","13,250.0","13,500.0","13,100.0","1.26M","6.72%"
"14/03/2023","12,650.0","13,300.0","13,300.0","12,550.0","1.19M","-3.44%"
"13/03/2023","13,100.0","13,000.0","13,500.0","12,900.0","1.07M","-2.24%"
"10/03/2023","13,400.0","13,200.0","13,500.0","13,100.0","789.20K","0.00%"
"09/03/2023","13,400.0","13,450.0","13,600.0","13,350.0","1.21M","0.75%"
"08/03/2023","13,300.0","12,750.0","13,300.0","12,650.0","1.06M","3.50%"
"07/03/2023","12,850.0","12,700.0","13,050.0","12,650.0","558.50K","1.98%"
"06/03/2023","12,600.0","12,800.0","13,050.0","12,600.0","492.80K","0.40%"
"03/03/2023","12,550.0","13,200.0","13,200.0","12,550.0","546.30K","-3.83%"
"02/03/2023","13,050.0","13,200.0","13,300.0","12,750.0","553.90K","-0.76%"
"01/03/2023","13,150.0","12,350.0","13,150.0","12,200.0","733.70K","6.48%"
"28/02/2023","12,350.0","12,500.0","12,600.0","12,200.0","725.60K","1.23%"
"27/02/2023","12,200.0","12,550.0","12,850.0","12,200.0","1.11M","-6.15%"
"24/02/2023","13,000.0","13,500.0","13,550.0","13,000.0","660.30K","-3.70%"
"23/02/2023","13,500.0","13,300.0","13,500.0","12,800.0","1.19M","0.75%"
"22/02/2023","13,400.0","13,900.0","14,200.0","13,400.0","2.45M","-6.29%"
"21/02/2023","14,300.0","14,550.0","14,600.0","14,200.0","1.36M","0.70%"
"20/02/2023","14,200.0","13,300.0","14,200.0","13,300.0","1.47M","6.77%"
"17/02/2023","13,300.0","13,300.0","13,450.0","13,050.0","846.50K","-0.75%"
"16/02/2023","13,400.0","12,950.0","13,400.0","12,900.0","808.80K","4.28%"
"15/02/2023","12,850.0","12,750.0","13,200.0","12,700.0","672.50K","0.78%"
"14/02/2023","12,750.0","12,800.0","12,900.0","12,550.0","472.40K","1.59%"
"13/02/2023","12,550.0","13,200.0","13,200.0","12,550.0","1.77M","-6.69%"
"10/02/2023","13,450.0","13,650.0","13,800.0","13,200.0","637.20K","-2.54%"
"09/02/2023","13,800.0","13,800.0","14,000.0","13,600.0","509.00K","0.00%"
"08/02/2023","13,800.0","13,600.0","13,900.0","13,300.0","879.40K","2.22%"
"07/02/2023","13,500.0","13,750.0","14,100.0","13,200.0","838.60K","-0.74%"
"06/02/2023","13,600.0","13,200.0","13,650.0","13,200.0","808.60K","0.74%"
"03/02/2023","13,500.0","13,800.0","13,900.0","13,250.0","948.80K","-0.37%"
"02/02/2023","13,550.0","13,900.0","14,200.0","13,500.0","1.60M","-3.90%"
"01/02/2023","14,100.0","15,400.0","15,400.0","14,100.0","2.41M","-6.93%"
"31/01/2023","15,150.0","14,600.0","15,150.0","14,600.0","1.49M","3.77%"
"30/01/2023","14,600.0","14,600.0","15,250.0","14,500.0","2.36M","-0.68%"
"27/01/2023","14,700.0","15,650.0","15,750.0","14,700.0","2.07M","-4.85%"
"19/01/2023","15,450.0","15,150.0","15,850.0","15,150.0","1.06M","0.00%"
"18/01/2023","15,450.0","15,300.0","15,500.0","15,200.0","1.17M","0.98%"
"17/01/2023","15,300.0","14,600.0","15,300.0","14,600.0","1.77M","5.52%"
"16/01/2023","14,500.0","14,500.0","14,550.0","14,100.0","1.03M","0.69%"
"13/01/2023","14,400.0","14,500.0","14,650.0","14,200.0","1.24M","1.41%"
"12/01/2023","14,200.0","14,500.0","14,500.0","13,950.0","1.04M","-1.05%"
"11/01/2023","14,350.0","13,900.0","14,650.0","13,850.0","1.62M","4.36%"
"10/01/2023","13,750.0","13,750.0","13,900.0","13,250.0","704.00K","0.36%"
"09/01/2023","13,700.0","14,000.0","14,100.0","13,700.0","773.60K","0.00%"
"06/01/2023","13,700.0","14,000.0","14,350.0","13,600.0","1.42M","-0.72%"
"05/01/2023","13,800.0","13,800.0","14,100.0","13,250.0","1.04M","0.36%"
"04/01/2023","13,750.0","14,050.0","14,150.0","13,750.0","1.50M","1.85%"
"03/01/2023","13,500.0","12,650.0","13,500.0","12,650.0","932.80K","6.72%"
"30/12/2022","12,650.0","12,900.0","13,050.0","12,650.0","737.40K","-0.39%"
"29/12/2022","12,700.0","13,450.0","13,800.0","12,700.0","855.70K","-6.62%"
"28/12/2022","13,600.0","13,500.0","13,900.0","13,250.0","1.15M","1.49%"
"27/12/2022","13,400.0","12,250.0","13,400.0","12,250.0","1.32M","6.77%"
"26/12/2022","12,550.0","13,400.0","13,450.0","12,550.0","1.58M","-6.69%"
"23/12/2022","13,450.0","13,700.0","13,750.0","13,250.0","686.40K","-1.82%"
"22/12/2022","13,700.0","13,550.0","13,700.0","13,000.0","1.19M","3.79%"
"21/12/2022","13,200.0","14,100.0","14,450.0","12,850.0","1.24M","-4.35%"
"20/12/2022","13,800.0","14,500.0","14,600.0","13,650.0","3.21M","-5.80%"
"19/12/2022","14,650.0","15,000.0","15,700.0","14,650.0","1.93M","-1.68%"
"16/12/2022","14,900.0","15,050.0","15,500.0","14,700.0","2.29M","-1.65%"
"15/12/2022","15,150.0","15,000.0","15,950.0","14,800.0","1.67M","0.33%"
"14/12/2022","15,100.0","15,150.0","15,150.0","14,650.0","3.00M","6.34%"
"13/12/2022","14,200.0","13,450.0","14,200.0","13,200.0","2.19M","6.77%"
"12/12/2022","13,300.0","15,100.0","15,100.0","13,300.0","3.08M","-6.67%"
"09/12/2022","14,250.0","14,050.0","14,250.0","13,500.0","2.65M","6.74%"
"08/12/2022","13,350.0","13,100.0","13,350.0","13,100.0","1.33M","6.80%"
"07/12/2022","12,500.0","12,800.0","13,400.0","12,200.0","2.08M","-3.10%"
"06/12/2022","12,900.0","13,100.0","13,650.0","12,900.0","4.32M","0.78%"
"05/12/2022","12,800.0","12,800.0","12,800.0","12,700.0","1.28M","6.67%"
"02/12/2022","12,000.0","11,100.0","12,000.0","10,950.0","2.00M","6.67%"
"01/12/2022","11,250.0","11,700.0","11,750.0","11,200.0","2.06M","2.27%"
"30/11/2022","11,000.0","10,800.0","11,000.0","10,300.0","1.25M","6.80%"
"29/11/2022","10,300.0","10,300.0","10,300.0","9,850.0","2.19M","6.96%"
"28/11/2022","9,630.0","9,620.0","9,630.0","9,300.0","841.10K","7.00%"
"25/11/2022","9,000.0","8,700.0","9,000.0","8,610.0","581.00K","6.89%"
"24/11/2022","8,420.0","8,200.0","8,600.0","8,100.0","440.50K","1.08%"
"23/11/2022","8,330.0","8,850.0","9,190.0","8,330.0","605.40K","-6.93%"
"22/11/2022","8,950.0","8,880.0","9,490.0","8,800.0","937.90K","0.79%"
"21/11/2022","8,880.0","9,100.0","9,350.0","8,800.0","715.40K","-1.44%"
"18/11/2022","9,010.0","8,780.0","9,100.0","8,150.0","821.20K","4.52%"
"17/11/2022","8,620.0","8,250.0","8,620.0","8,250.0","532.80K","6.95%"
"16/11/2022","8,060.0","7,020.0","8,060.0","7,020.0","1.24M","6.90%"
"15/11/2022","7,540.0","7,600.0","7,710.0","7,540.0","335.20K","-6.91%"
"14/11/2022","8,100.0","8,150.0","8,350.0","8,100.0","911.00K","-6.90%"
"11/11/2022","8,700.0","9,400.0","9,660.0","8,700.0","911.40K","-6.95%"
"10/11/2022","9,350.0","10,000.0","10,000.0","9,350.0","646.00K","-6.97%"
"09/11/2022","10,050.0","10,400.0","10,550.0","9,800.0","377.90K","-0.99%"
"08/11/2022","10,150.0","9,620.0","10,400.0","9,620.0","497.70K","0.50%"
"07/11/2022","10,100.0","10,850.0","10,950.0","10,100.0","1.11M","-6.91%"
"04/11/2022","10,850.0","11,450.0","11,600.0","10,850.0","1.14M","-6.87%"
"03/11/2022","11,650.0","11,650.0","12,000.0","11,400.0","896.00K","-1.69%"
"02/11/2022","11,850.0","11,900.0","12,150.0","11,600.0","684.00K","0.00%"
"01/11/2022","11,850.0","11,600.0","11,900.0","11,200.0","1.41M","6.28%"
"31/10/2022","11,150.0","11,100.0","11,650.0","10,550.0","848.70K","-0.45%"
"28/10/2022","11,200.0","11,100.0","11,500.0","11,100.0","861.10K","2.28%"
"27/10/2022","10,950.0","10,650.0","10,950.0","10,200.0","1.12M","6.83%"
"26/10/2022","10,250.0","11,250.0","11,250.0","10,250.0","868.80K","-6.82%"
"25/10/2022","11,000.0","10,700.0","12,000.0","10,650.0","1.88M","-3.51%"
"24/10/2022","11,400.0","12,050.0","12,400.0","11,400.0","647.10K","-6.94%"
"21/10/2022","12,250.0","13,200.0","13,200.0","12,250.0","637.60K","-6.84%"
"20/10/2022","13,150.0","13,350.0","13,600.0","13,050.0","720.20K","-3.31%"
"19/10/2022","13,600.0","13,800.0","13,900.0","13,600.0","340.70K","0.00%"
"18/10/2022","13,600.0","13,900.0","14,100.0","13,600.0","483.60K","0.74%"
"17/10/2022","13,500.0","13,500.0","13,700.0","13,100.0","287.50K","-1.46%"
"14/10/2022","13,700.0","13,700.0","14,000.0","13,600.0","605.50K","3.40%"
"13/10/2022","13,250.0","13,250.0","13,450.0","13,050.0","199.00K","0.38%"
"12/10/2022","13,200.0","12,500.0","13,650.0","12,500.0","532.60K","2.72%"
"11/10/2022","12,850.0","13,800.0","13,900.0","12,850.0","419.30K","-6.88%"
"10/10/2022","13,800.0","12,550.0","13,950.0","12,550.0","501.70K","3.76%"
"07/10/2022","13,300.0","13,700.0","14,200.0","13,300.0","567.10K","-6.99%"
"06/10/2022","14,300.0","15,500.0","15,500.0","14,300.0","542.10K","-6.84%"
"05/10/2022","15,350.0","14,900.0","15,500.0","14,900.0","352.10K","4.78%"
"04/10/2022","14,650.0","15,400.0","15,800.0","14,650.0","598.40K","-4.25%"
"03/10/2022","15,300.0","16,150.0","16,400.0","15,300.0","482.50K","-6.99%"
"30/09/2022","16,450.0","15,200.0","16,650.0","14,650.0","804.00K","5.45%"
"29/09/2022","15,600.0","17,100.0","17,100.0","15,600.0","455.90K","-6.02%"
"28/09/2022","16,600.0","16,500.0","17,100.0","16,400.0","666.10K","0.00%"
"27/09/2022","16,600.0","17,000.0","17,000.0","16,450.0","365.20K","0.00%"
"26/09/2022","16,600.0","17,200.0","17,500.0","16,600.0","785.60K","-6.74%"
"23/09/2022","17,800.0","17,750.0","18,350.0","17,700.0","555.10K","-0.28%"
"22/09/2022","17,850.0","17,000.0","18,000.0","16,800.0","807.90K","4.39%"
"21/09/2022","17,100.0","17,200.0","17,350.0","16,750.0","201.70K","-1.16%"
"20/09/2022","17,300.0","17,000.0","17,400.0","16,050.0","693.00K","3.28%"
"19/09/2022","16,750.0","18,000.0","18,000.0","16,750.0","985.60K","-6.94%"
"16/09/2022","18,000.0","18,700.0","18,900.0","18,000.0","662.30K","-5.26%"
"15/09/2022","19,000.0","19,200.0","19,400.0","18,900.0","465.10K","-1.04%"
"14/09/2022","19,200.0","18,000.0","19,200.0","17,950.0","913.30K","2.95%"
"13/09/2022","18,650.0","18,700.0","18,750.0","18,300.0","514.30K","0.00%"
"12/09/2022","18,650.0","18,950.0","19,100.0","18,600.0","384.20K","-1.58%"
"09/09/2022","18,950.0","18,950.0","18,950.0","17,500.0","916.70K","1.88%"
"08/09/2022","18,600.0","19,200.0","19,200.0","18,500.0","613.70K","-1.06%"
"07/09/2022","18,800.0","19,450.0","19,750.0","18,750.0","1.33M","-3.59%"
"06/09/2022","19,500.0","19,350.0","19,800.0","19,050.0","785.60K","1.04%"
"05/09/2022","19,300.0","19,300.0","19,500.0","19,050.0","614.30K","1.05%"
"31/08/2022","19,100.0","18,500.0","19,450.0","18,500.0","701.60K","2.69%"
"30/08/2022","18,600.0","19,400.0","19,600.0","18,600.0","710.00K","-2.62%"
"29/08/2022","19,100.0","18,650.0","19,400.0","18,300.0","1.90M","-2.55%"
"26/08/2022","19,600.0","19,950.0","20,250.0","19,550.0","1.08M","-2.49%"
"25/08/2022","20,100.0","20,500.0","20,500.0","19,950.0","949.90K","1.52%"
"24/08/2022","19,800.0","19,250.0","19,800.0","19,200.0","1.68M","3.69%"
"23/08/2022","19,094.6","17,781.8","19,094.6","17,781.8","1.68M","4.80%"
"22/08/2022","18,219.4","19,094.6","19,174.2","18,219.4","1.58M","-4.58%"
"19/08/2022","19,094.6","19,412.8","19,611.7","18,617.2","1.63M","-1.44%"
"18/08/2022","19,373.1","18,577.5","19,731.1","18,418.3","1.47M","3.40%"
"17/08/2022","18,736.6","18,776.4","19,094.6","18,537.7","1.63M","1.95%"
"16/08/2022","18,378.6","17,582.9","18,418.3","17,463.6","1.80M","4.05%"
"15/08/2022","17,662.5","17,901.2","17,901.2","17,503.4","808.31K","0.68%"
"12/08/2022","17,543.2","16,707.8","17,543.2","16,548.7","1.51M","5.00%"
"11/08/2022","16,707.8","17,662.5","17,861.4","16,389.5","2.18M","-4.11%"
"10/08/2022","17,423.8","17,463.6","17,742.1","17,264.7","725.61K","-0.45%"
"09/08/2022","17,503.4","17,423.8","17,901.2","17,105.6","817.24K","0.46%"
"08/08/2022","17,423.8","17,622.7","17,901.2","17,264.7","1.15M","-0.45%"
"05/08/2022","17,503.4","16,389.5","17,503.4","16,230.4","1.63M","5.52%"
"04/08/2022","16,588.4","16,787.3","16,946.5","16,230.4","1.05M","0.24%"
"03/08/2022","16,548.7","15,792.8","16,707.8","15,792.8","1.22M","3.23%"
"02/08/2022","16,031.5","15,912.2","16,310.0","15,673.5","1.86M","2.03%"
"01/08/2022","15,713.3","14,798.3","15,713.3","14,798.3","1.45M","6.76%"
"29/07/2022","14,718.8","14,679.0","15,076.8","14,440.3","1.07M","1.37%"
"28/07/2022","14,519.9","14,321.0","14,798.3","14,321.0","1.07M","3.69%"
"27/07/2022","14,002.7","13,525.3","14,161.8","13,406.0","845.89K","2.33%"
"26/07/2022","13,684.5","14,002.7","14,281.2","13,684.5","390.64K","-2.55%"
"25/07/2022","14,042.5","13,764.0","14,440.3","13,565.1","681.87K","0.00%"
"22/07/2022","14,042.5","14,400.5","14,639.2","14,042.5","735.66K","-2.49%"
"21/07/2022","14,400.5","14,639.2","14,639.2","14,321.0","500.25K","-1.90%"
"20/07/2022","14,679.0","14,161.8","14,718.8","13,923.1","1.26M","6.65%"
"19/07/2022","13,764.0","14,002.7","14,042.5","13,366.2","786.19K","-1.98%"
"18/07/2022","14,042.5","14,321.0","14,440.3","14,042.5","608.97K","-0.28%"
"15/07/2022","14,082.3","14,480.1","14,599.4","14,082.3","751.00K","-1.39%"
"14/07/2022","14,281.2","13,207.1","14,281.2","13,127.5","1.44M","6.85%"
"13/07/2022","13,366.2","13,525.3","13,764.0","13,366.2","572.52K","-1.18%"
"12/07/2022","13,525.3","12,888.9","13,525.3","12,650.2","708.51K","4.94%"
"11/07/2022","12,888.9","12,888.9","13,246.9","12,729.7","1.01M","0.00%"
"08/07/2022","12,888.9","12,650.2","12,968.4","12,331.9","747.10K","6.23%"
"07/07/2022","12,133.0","12,252.4","12,570.6","11,775.0","578.80K","-1.61%"
"06/07/2022","12,331.9","12,570.6","13,008.2","12,252.4","713.17K","-5.20%"
"05/07/2022","13,008.2","13,286.7","13,445.8","12,849.1","869.52K","-2.10%"
"04/07/2022","13,286.7","13,127.5","13,445.8","12,968.4","877.94K","4.38%"
"01/07/2022","12,729.7","11,854.6","12,968.4","11,576.1","774.88K","4.92%"
"30/06/2022","12,133.0","12,849.1","13,008.2","12,133.0","930.36K","-6.73%"
"29/06/2022","13,008.2","12,570.6","13,207.1","12,451.3","575.28K","2.19%"
"28/06/2022","12,729.7","12,928.6","13,127.5","12,729.7","840.36K","1.27%"
"27/06/2022","12,570.6","11,854.6","12,570.6","11,854.6","905.85K","6.76%"
"24/06/2022","11,775.0","11,536.3","12,013.7","11,536.3","635.36K","2.07%"
"23/06/2022","11,536.3","11,377.2","11,615.9","11,337.4","370.03K","-0.34%"
"22/06/2022","11,576.1","11,377.2","11,576.1","11,138.5","683.38K","6.99%"
"21/06/2022","10,820.3","10,263.3","11,496.5","10,064.4","776.51K","0.37%"
"20/06/2022","10,780.5","11,456.8","11,934.1","10,780.5","802.15K","-6.87%"
"17/06/2022","11,576.1","11,655.7","11,854.6","11,576.1","540.84K","-6.73%"
"16/06/2022","12,411.5","13,525.3","13,764.0","12,212.6","686.64K","-5.45%"
"15/06/2022","13,127.5","14,321.0","14,321.0","13,127.5","911.25K","-6.78%"
"14/06/2022","14,082.3","14,321.0","14,957.4","14,002.7","513.44K","-5.85%"
"13/06/2022","14,957.4","15,196.1","15,514.4","14,957.4","833.70K","-6.93%"
"10/06/2022","16,071.3","16,946.5","16,946.5","15,912.2","543.61K","-5.39%"
"09/06/2022","16,986.2","17,105.6","17,105.6","16,707.8","394.16K","1.18%"
"08/06/2022","16,787.3","16,707.8","17,026.0","16,071.3","783.17K","3.94%"
"07/06/2022","16,150.9","16,349.8","16,946.5","15,753.0","763.19K","-3.33%"
"06/06/2022","16,707.8","16,866.9","17,503.4","16,429.3","796.50K","-0.94%"
"03/06/2022","16,866.9","16,946.5","17,185.1","16,707.8","552.78K","-1.17%"
"02/06/2022","17,065.8","17,423.8","17,821.6","16,986.2","919.17K","-0.92%"
"01/06/2022","17,224.9","17,384.0","17,662.5","16,707.8","568.87K","0.00%"
"31/05/2022","17,224.9","17,384.0","17,662.5","16,946.5","699.34K","-1.37%"
"30/05/2022","17,463.6","17,582.9","17,901.2","17,185.1","716.06K","-0.45%"
"27/05/2022","17,543.2","17,503.4","17,901.2","17,344.3","671.56K","-1.12%"
"26/05/2022","17,742.1","17,503.4","18,100.1","17,264.7","940.16K","2.77%"
"25/05/2022","17,264.7","16,310.0","17,264.7","16,310.0","890.14K","5.85%"
"24/05/2022","16,310.0","15,593.9","16,310.0","14,957.4","891.39K","2.50%"
"23/05/2022","15,912.2","17,026.0","17,105.6","15,792.8","998.36K","-6.10%"
"20/05/2022","16,946.5","16,946.5","17,503.4","16,707.8","1.01M","0.47%"
"19/05/2022","16,866.9","15,593.9","16,906.7","15,355.2","1.52M","6.53%"
"18/05/2022","15,832.6","15,514.4","16,310.0","15,514.4","1.17M","3.38%"
"17/05/2022","15,315.5","14,321.0","15,315.5","14,321.0","819.75K","6.94%"
"16/05/2022","14,321.0","14,718.8","14,957.4","14,321.0","1.08M","2.27%"
"13/05/2022","14,002.7","14,480.1","15,196.1","14,002.7","1.02M","-6.88%"
"12/05/2022","15,037.0","15,912.2","15,912.2","15,037.0","491.57K","-6.90%"
"11/05/2022","16,150.9","16,230.4","16,230.4","15,673.5","495.85K","2.53%"
"10/05/2022","15,753.0","15,275.7","16,389.5","15,275.7","1.38M","-3.88%"
"09/05/2022","16,389.5","16,548.7","17,384.0","16,389.5","440.04K","-6.79%"
"06/05/2022","17,582.9","18,577.5","18,577.5","17,582.9","587.60K","-6.95%"
"05/05/2022","18,895.7","19,452.6","19,492.4","18,100.1","605.20K","-1.04%"
"04/05/2022","19,094.6","19,890.2","20,208.5","18,696.8","476.74K","-4.76%"
"29/04/2022","20,049.3","19,731.1","20,288.0","19,412.8","530.79K","1.61%"
"28/04/2022","19,731.1","19,969.8","20,486.9","19,731.1","378.83K","-0.40%"
"27/04/2022","19,810.6","19,850.4","19,890.2","18,696.8","456.76K","0.00%"
"26/04/2022","19,810.6","18,577.5","20,049.3","18,497.9","928.35K","-0.20%"
"25/04/2022","19,850.4","21,799.7","21,799.7","19,850.4","561.83K","-6.90%"
"22/04/2022","21,322.3","21,720.1","22,277.0","20,685.8","529.53K","0.00%"
"21/04/2022","21,322.3","19,890.2","21,879.2","19,890.2","1.08M","2.68%"
"20/04/2022","20,765.4","21,879.2","22,356.6","20,765.4","661.88K","-5.61%"
"19/04/2022","21,998.6","23,709.1","23,868.3","21,998.6","735.04K","-6.90%"
"18/04/2022","23,629.6","24,663.9","25,141.2","23,629.6","1.48M","-6.90%"
"15/04/2022","25,379.9","25,578.8","26,374.4","25,379.9","520.11K","-2.30%"
"14/04/2022","25,976.6","26,573.3","27,050.7","25,936.8","471.97K","-2.54%"
"13/04/2022","26,652.9","26,215.3","27,448.5","25,220.8","637.12K","2.13%"
"12/04/2022","26,096.0","27,329.1","27,329.1","26,096.0","607.21K","-2.09%"
"08/04/2022","26,652.9","28,244.1","28,443.0","26,652.9","929.35K","-5.63%"
"07/04/2022","28,244.1","29,358.0","29,397.7","28,244.1","1.40M","-2.74%"
"06/04/2022","29,039.7","28,681.7","29,437.5","28,681.7","869.15K","0.55%"
"05/04/2022","28,880.6","29,358.0","30,233.1","28,840.8","1.32M","-2.02%"
"04/04/2022","29,477.3","28,085.0","29,477.3","27,766.7","2.74M","6.93%"
"01/04/2022","27,567.8","26,652.9","27,567.8","26,334.6","695.82K","2.97%"
"31/03/2022","26,772.2","26,971.1","27,448.5","26,652.9","354.70K","-0.44%"
"30/03/2022","26,891.6","26,732.4","27,766.7","26,732.4","644.16K","-1.17%"
"29/03/2022","27,209.8","26,812.0","27,448.5","26,812.0","451.48K","1.63%"
"28/03/2022","26,772.2","27,448.5","28,164.5","26,175.5","854.06K","-2.04%"
"25/03/2022","27,330.6","28,141.0","28,141.0","27,293.8","896.60K","-0.93%"
"24/03/2022","27,588.5","27,772.6","27,993.6","27,404.3","597.41K","-0.66%"
"23/03/2022","27,772.6","28,509.3","28,509.3","27,625.3","865.78K","-1.82%"
"22/03/2022","28,288.3","27,772.6","28,325.1","27,772.6","885.74K","2.40%"
"21/03/2022","27,625.3","27,625.3","27,846.3","27,478.0","363.12K","1.49%"
"18/03/2022","27,220.1","26,888.6","27,478.0","26,815.0","538.09K","1.37%"
"17/03/2022","26,851.8","27,109.6","27,183.3","26,815.0","378.87K","-0.14%"
"16/03/2022","26,888.6","26,741.3","27,109.6","26,594.0","326.60K","1.39%"
"15/03/2022","26,520.3","26,115.1","26,962.3","26,115.1","400.45K","1.12%"
"14/03/2022","26,225.6","27,404.3","27,478.0","26,151.9","1.12M","-4.30%"
"11/03/2022","27,404.3","28,435.6","28,435.6","27,404.3","938.41K","-3.63%"
"10/03/2022","28,435.6","29,246.0","29,246.0","28,362.0","561.85K","1.31%"
"09/03/2022","28,067.3","28,730.3","28,804.0","26,667.6","1.19M","-1.55%"
"08/03/2022","28,509.3","28,362.0","29,688.0","28,362.0","1.08M","-1.53%"
"07/03/2022","28,951.3","29,098.6","29,319.6","28,767.1","1.14M","-1.75%"
"04/03/2022","29,467.0","29,909.0","30,387.8","29,467.0","1.45M","0.00%"
"03/03/2022","29,467.0","29,172.3","29,467.0","28,583.0","1.10M","1.52%"
"02/03/2022","29,025.0","29,319.6","29,909.0","28,288.3","2.04M","-2.72%"
"01/03/2022","29,835.3","30,130.0","30,130.0","29,319.6","1.61M","-0.74%"
"28/02/2022","30,056.3","29,909.0","30,572.0","29,909.0","1.35M","0.49%"
