"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"15/11/2021","19,471.1","19,770.6","19,860.5","19,321.3","15.44M","-0.61%"
"12/11/2021","19,590.9","19,021.7","19,590.9","18,931.9","17.57M","2.35%"
"11/11/2021","19,141.5","19,411.1","19,471.1","18,871.9","22.66M","-1.69%"
"10/11/2021","19,471.1","19,770.6","19,830.5","19,471.1","13.76M","-1.37%"
"09/11/2021","19,740.7","19,740.7","19,980.3","19,620.8","25.20M","0.46%"
"08/11/2021","19,650.8","19,590.9","19,740.7","19,171.5","18.13M","0.31%"
"05/11/2021","19,590.9","19,620.8","19,650.8","19,291.3","16.96M","0.31%"
"04/11/2021","19,531.0","19,890.4","19,890.4","19,501.0","18.38M","-1.21%"
"03/11/2021","19,770.6","19,471.1","19,920.4","19,381.2","33.59M","1.85%"
"02/11/2021","19,411.1","19,291.3","19,531.0","19,201.5","19.11M","0.62%"
"01/11/2021","19,291.3","19,051.7","19,411.1","18,931.9","29.05M","2.22%"
"29/10/2021","18,871.9","18,871.9","19,021.7","18,722.2","21.04M","0.64%"
"28/10/2021","18,752.1","18,782.1","18,812.0","18,572.4","23.27M","0.64%"
"27/10/2021","18,632.3","18,093.1","18,692.2","17,943.3","31.69M","4.01%"
"26/10/2021","17,913.4","17,913.4","18,153.0","17,793.6","9.64M","0.00%"
"25/10/2021","17,913.4","17,763.6","18,063.2","17,583.9","13.20M","0.84%"
"22/10/2021","17,763.6","17,853.5","17,913.4","17,763.6","6.91M","-0.34%"
"21/10/2021","17,823.5","18,003.2","18,033.2","17,823.5","11.91M","-0.83%"
"20/10/2021","17,973.3","18,212.9","18,212.9","17,703.7","14.97M","-0.99%"
"19/10/2021","18,153.0","18,212.9","18,302.8","18,093.1","11.19M","0.33%"
"18/10/2021","18,093.1","18,422.6","18,482.5","18,063.2","15.77M","-1.47%"
"15/10/2021","18,362.7","18,392.7","18,542.4","18,272.8","13.33M","0.16%"
"14/10/2021","18,332.8","18,392.7","18,512.5","18,272.8","13.79M","-0.33%"
"13/10/2021","18,392.7","18,452.6","18,752.1","18,392.7","11.33M","-0.32%"
"12/10/2021","18,452.6","18,662.3","18,871.9","18,422.6","17.48M","-0.65%"
"11/10/2021","18,572.4","17,733.6","18,572.4","17,733.6","27.38M","5.26%"
"08/10/2021","17,643.8","17,673.7","17,763.6","17,583.9","10.67M","0.34%"
"07/10/2021","17,583.9","17,613.8","17,763.6","17,524.0","12.80M","0.17%"
"06/10/2021","17,553.9","17,823.5","17,853.5","17,404.1","11.13M","-0.68%"
"05/10/2021","17,673.7","17,374.2","17,703.7","17,374.2","14.08M","2.79%"
"04/10/2021","17,194.4","17,733.6","17,793.6","17,194.4","32.62M","-3.53%"
"01/10/2021","17,823.5","18,212.9","18,302.8","17,793.6","19.55M","-2.14%"
"30/09/2021","18,212.9","18,212.9","18,482.5","18,212.9","10.86M","0.00%"
"29/09/2021","18,212.9","18,542.4","18,572.4","18,183.0","16.62M","-1.78%"
"28/09/2021","18,542.4","18,452.6","18,602.3","18,392.7","10.87M","-0.16%"
"27/09/2021","18,572.4","19,051.7","19,111.6","18,572.4","12.54M","-2.21%"
"24/09/2021","18,991.8","18,991.8","19,111.6","18,931.9","10.26M","0.32%"
"23/09/2021","18,931.9","18,871.9","19,111.6","18,812.0","13.21M","0.80%"
"22/09/2021","18,782.1","18,812.0","18,901.9","18,662.3","12.47M","-0.48%"
"21/09/2021","18,871.9","18,871.9","18,991.8","18,752.1","13.15M","-1.10%"
"20/09/2021","19,081.6","19,351.2","19,351.2","19,081.6","14.13M","0.16%"
"17/09/2021","19,051.7","19,021.7","19,261.4","18,991.8","11.04M","0.47%"
"16/09/2021","18,961.8","18,871.9","19,201.5","18,812.0","10.30M","1.61%"
"15/09/2021","18,662.3","18,572.4","18,871.9","18,572.4","11.52M","-0.16%"
"14/09/2021","18,692.2","19,111.6","19,201.5","18,692.2","14.54M","-2.04%"
"13/09/2021","19,081.6","19,321.3","19,381.2","19,051.7","13.67M","-1.39%"
"10/09/2021","19,351.2","19,471.1","19,590.9","19,351.2","10.75M","-0.31%"
"09/09/2021","19,411.1","19,261.4","19,411.1","19,231.4","12.36M","0.78%"
"08/09/2021","19,261.4","19,650.8","19,800.6","19,171.5","13.50M","-1.53%"
"07/09/2021","19,560.9","19,261.4","19,740.7","19,261.4","17.48M","1.87%"
"06/09/2021","19,201.5","19,201.5","19,351.2","19,051.7","18.67M","0.00%"
"01/09/2021","19,201.5","19,051.7","19,351.2","18,931.9","24.72M","0.79%"
"31/08/2021","19,051.7","19,471.1","19,501.0","19,051.7","19.78M","-1.55%"
"30/08/2021","19,351.2","18,812.0","19,351.2","18,752.1","21.40M","3.69%"
"27/08/2021","18,662.3","18,392.7","18,692.2","18,033.2","32.14M","-0.16%"
"26/08/2021","18,692.2","19,351.2","19,590.9","18,632.3","34.10M","-2.95%"
"25/08/2021","19,261.4","19,590.9","19,650.8","18,991.8","29.43M","-1.83%"
"24/08/2021","19,620.8","19,710.7","19,890.4","19,560.9","18.07M","0.15%"
"23/08/2021","19,590.9","19,590.9","20,040.2","19,560.9","31.83M","0.00%"
"20/08/2021","19,590.9","20,549.5","20,819.1","19,171.5","37.87M","-4.66%"
"19/08/2021","20,549.5","20,579.4","20,669.3","20,459.6","18.38M","-0.58%"
"18/08/2021","20,669.3","20,789.1","20,849.0","20,549.5","18.01M","-0.29%"
"17/08/2021","20,729.2","21,208.5","21,268.4","20,699.2","19.28M","-1.42%"
"16/08/2021","21,028.7","20,549.5","21,238.4","20,429.6","35.01M","2.33%"
"13/08/2021","20,549.5","20,609.4","20,729.2","20,190.0","19.74M","-0.29%"
"12/08/2021","20,609.4","20,669.3","20,819.1","20,549.5","21.20M","0.29%"
"11/08/2021","20,549.5","20,759.1","21,028.7","20,549.5","27.97M","-1.01%"
"10/08/2021","20,759.1","20,938.9","20,938.9","20,639.3","19.45M","0.29%"
"09/08/2021","20,699.2","20,429.6","20,729.2","20,339.8","25.05M","1.17%"
"06/08/2021","20,459.6","20,579.4","20,908.9","20,429.6","30.61M","-0.15%"
"05/08/2021","20,489.5","20,309.8","20,489.5","20,130.1","21.58M","0.59%"
"04/08/2021","20,369.7","20,549.5","20,639.3","20,309.8","24.72M","-0.29%"
"03/08/2021","20,429.6","20,219.9","20,429.6","19,920.4","36.01M","1.04%"
"02/08/2021","20,219.9","20,249.9","20,489.5","20,160.0","40.57M","-1.89%"
"30/07/2021","20,609.4","20,369.7","20,789.1","20,339.8","33.58M","1.47%"
"29/07/2021","20,309.8","19,950.3","20,459.6","19,890.4","27.51M","3.04%"
"28/07/2021","19,710.7","19,471.1","19,830.5","19,471.1","11.56M","1.23%"
"27/07/2021","19,471.1","19,471.1","19,980.3","19,411.1","25.69M","1.09%"
"26/07/2021","19,261.4","19,291.3","19,471.1","19,051.7","16.41M","-1.08%"
"23/07/2021","19,471.1","19,860.5","20,190.0","19,471.1","26.28M","-2.99%"
"22/07/2021","20,070.2","19,680.7","20,339.8","19,620.8","21.50M","1.98%"
"21/07/2021","19,680.7","20,040.2","20,279.9","19,590.9","16.07M","-1.20%"
"20/07/2021","19,920.4","19,351.2","19,950.3","18,961.8","32.38M","3.10%"
"19/07/2021","19,321.3","20,070.2","20,339.8","19,321.3","33.50M","-6.93%"
"16/07/2021","20,759.1","21,208.5","21,208.5","20,759.1","15.63M","-1.00%"
"15/07/2021","20,968.8","20,249.9","21,238.4","20,130.1","24.42M","3.86%"
"14/07/2021","20,190.0","20,759.1","21,178.5","20,190.0","26.42M","-2.60%"
"13/07/2021","20,729.2","21,268.4","21,538.0","20,249.9","19.02M","-1.14%"
"12/07/2021","20,968.8","22,197.0","22,227.0","20,968.8","45.25M","-6.91%"
"09/07/2021","22,526.5","22,886.0","23,245.4","22,167.1","29.57M","-2.59%"
"08/07/2021","23,125.6","23,545.0","23,964.4","23,125.6","22.80M","-1.15%"
"07/07/2021","23,395.2","23,245.4","23,485.1","22,526.5","43.37M","3.92%"
"06/07/2021","22,512.5","24,369.2","24,694.1","22,512.5","54.24M","-6.91%"
"05/07/2021","24,183.6","24,462.1","24,601.3","23,905.0","40.89M","-1.14%"
"02/07/2021","24,462.1","24,462.1","24,694.1","24,322.8","34.52M","0.57%"
"01/07/2021","24,322.8","24,462.1","24,740.6","24,090.7","61.00M","-0.57%"
"30/06/2021","24,462.1","25,065.5","25,297.6","24,369.2","65.43M","-2.23%"
"29/06/2021","25,019.1","25,251.2","25,390.4","24,833.4","38.90M","-0.92%"
"28/06/2021","25,251.2","25,297.6","25,436.8","24,972.6","29.02M","1.12%"
"25/06/2021","24,972.6","24,694.1","24,972.6","24,322.8","29.83M","0.75%"
"24/06/2021","24,787.0","25,065.5","25,390.4","24,647.7","51.30M","1.33%"
"23/06/2021","24,462.1","24,230.0","24,833.4","24,090.7","35.27M","1.54%"
"22/06/2021","24,090.7","23,533.7","24,322.8","23,255.2","45.71M","3.18%"
"21/06/2021","23,348.0","23,533.7","23,905.0","23,208.8","23.50M","-1.76%"
"18/06/2021","23,765.8","23,858.6","24,369.2","23,673.0","27.57M","1.39%"
"17/06/2021","23,440.9","22,976.7","23,673.0","22,930.3","36.36M","0.00%"
"16/06/2021","23,440.9","23,951.5","23,951.5","23,440.9","44.60M","-3.07%"
"15/06/2021","24,183.6","24,369.2","24,601.3","24,044.3","33.77M","-0.76%"
"14/06/2021","24,369.2","24,740.6","25,065.5","24,137.1","29.43M","-0.76%"
"11/06/2021","24,554.9","23,208.8","24,554.9","23,023.1","37.46M","6.87%"
"10/06/2021","22,976.7","23,440.9","23,626.5","22,976.7","24.11M","-1.98%"
"09/06/2021","23,440.9","22,976.7","23,673.0","22,512.5","31.05M","3.06%"
"08/06/2021","22,744.6","23,951.5","24,369.2","22,744.6","33.59M","-5.77%"
"07/06/2021","24,137.1","24,926.2","24,972.6","23,673.0","37.12M","-3.70%"
"04/06/2021","25,065.5","24,926.2","25,483.2","24,879.8","27.08M","0.75%"
"03/06/2021","24,879.8","24,601.3","25,158.3","24,137.1","36.46M","3.08%"
"02/06/2021","24,137.1","24,044.3","24,554.9","23,951.5","30.95M","-1.14%"
"01/06/2021","24,415.6","24,833.4","25,019.1","24,369.2","22.38M","-0.94%"
"31/05/2021","24,647.7","23,765.8","24,647.7","23,673.0","36.85M","3.71%"
"28/05/2021","23,765.8","23,487.3","23,812.2","23,255.2","35.27M","1.99%"
"27/05/2021","23,301.6","23,951.5","23,997.9","23,208.8","41.13M","-2.52%"
"26/05/2021","23,905.0","23,765.8","24,044.3","23,580.1","28.91M","0.78%"
"25/05/2021","23,719.4","23,905.0","24,137.1","23,719.4","22.69M","-0.20%"
"24/05/2021","23,765.8","22,651.8","23,951.5","22,558.9","63.63M","6.11%"
"21/05/2021","22,396.5","22,698.2","22,883.9","22,373.3","33.07M","-1.33%"
"20/05/2021","22,698.2","22,582.1","22,698.2","22,303.6","29.32M","1.87%"
"19/05/2021","22,280.4","21,723.4","22,396.5","21,584.2","36.44M","3.11%"
"18/05/2021","21,607.4","21,653.8","21,793.0","21,444.9","36.83M","-0.43%"
"17/05/2021","21,700.2","21,839.5","22,094.8","21,537.8","35.51M","-0.53%"
"14/05/2021","21,816.3","21,816.3","22,025.1","21,653.8","35.59M","1.08%"
"13/05/2021","21,584.2","20,748.7","21,885.9","20,725.4","70.97M","3.33%"
"12/05/2021","20,887.9","20,377.3","20,887.9","20,354.1","40.89M","1.81%"
"11/05/2021","20,516.6","20,771.9","20,841.5","20,516.6","32.79M","-1.34%"
"10/05/2021","20,795.1","20,887.9","20,934.3","20,655.8","52.54M","2.28%"
"07/05/2021","20,330.9","19,750.7","20,377.3","19,634.6","53.38M","2.10%"
"06/05/2021","19,913.1","19,959.6","20,284.5","19,820.3","41.57M","-1.04%"
"05/05/2021","20,122.0","20,238.1","20,609.4","20,122.0","46.24M","0.81%"
"04/05/2021","19,959.6","18,590.2","19,959.6","18,590.2","53.01M","5.39%"
"29/04/2021","18,938.4","18,567.0","18,961.6","18,451.0","29.61M","2.64%"
"28/04/2021","18,451.0","18,381.4","18,775.9","18,358.1","16.66M","0.25%"
"27/04/2021","18,404.6","18,358.1","18,613.4","18,242.1","14.94M","-0.13%"
"26/04/2021","18,427.8","19,170.5","19,170.5","18,404.6","26.45M","-3.87%"
"23/04/2021","19,170.5","18,311.7","19,216.9","18,102.8","36.63M","5.49%"
"22/04/2021","18,172.5","19,379.3","19,472.2","18,172.5","44.70M","-6.79%"
"20/04/2021","19,495.4","19,797.1","20,029.2","19,263.3","48.48M","-1.18%"
"19/04/2021","19,727.5","19,588.2","19,727.5","19,170.5","33.44M","1.19%"
"16/04/2021","19,495.4","19,681.0","20,052.4","18,938.4","44.73M","-0.47%"
"15/04/2021","19,588.2","19,913.1","19,959.6","19,495.4","29.08M","-1.29%"
"14/04/2021","19,843.5","19,449.0","19,959.6","19,263.3","29.85M","1.66%"
"13/04/2021","19,518.6","20,191.6","20,191.6","19,495.4","31.54M","-2.66%"
"12/04/2021","20,052.4","19,773.9","20,098.8","19,704.3","28.17M","1.65%"
"09/04/2021","19,727.5","19,727.5","19,820.3","19,634.6","30.56M","-0.23%"
"08/04/2021","19,773.9","19,959.6","20,098.8","19,773.9","24.31M","-0.93%"
"07/04/2021","19,959.6","19,959.6","20,330.9","19,866.7","25.35M","0.00%"
"06/04/2021","19,959.6","19,472.2","20,214.8","19,309.7","46.99M","2.38%"
"05/04/2021","19,495.4","19,495.4","19,634.6","19,263.3","33.83M","1.69%"
"02/04/2021","19,170.5","19,263.3","19,286.5","19,031.2","25.45M","0.61%"
"01/04/2021","19,054.4","18,706.3","19,193.7","18,706.3","39.00M","2.24%"
"31/03/2021","18,636.7","18,752.7","18,961.6","18,567.0","24.70M","-0.62%"
"30/03/2021","18,752.7","18,706.3","18,938.4","18,497.4","23.26M","1.00%"
"29/03/2021","18,567.0","18,381.4","18,590.2","18,242.1","24.18M","2.43%"
"26/03/2021","18,126.1","18,242.1","18,474.2","17,545.8","33.90M","-0.89%"
"25/03/2021","18,288.5","18,334.9","18,636.7","18,056.4","30.61M","1.03%"
"24/03/2021","18,102.8","18,567.0","18,775.9","18,056.4","38.09M","-3.70%"
"23/03/2021","18,799.1","19,124.0","19,147.2","18,659.9","30.56M","-1.46%"
"22/03/2021","19,077.6","19,008.0","19,379.3","18,799.1","43.14M","1.61%"
"19/03/2021","18,775.9","18,729.5","18,984.8","18,706.3","17.29M","-0.12%"
"18/03/2021","18,799.1","19,124.0","19,240.1","18,659.9","33.47M","2.40%"
"17/03/2021","18,358.1","17,522.6","18,381.4","17,453.0","49.41M","4.91%"
"16/03/2021","17,499.4","17,708.3","17,731.5","17,476.2","14.73M","-0.79%"
"15/03/2021","17,638.7","17,638.7","17,731.5","17,522.6","14.11M","0.13%"
